ImageId,EncodedPixels
test_mask_285,14342 3 14591 4 14838 9 15086 13 15113 12 15328 1 15331 20 15360 15 15577 25 15610 16 15825 28 15859 17 16073 55 16321 60 16570 64 16818 69 17066 74 17314 77 17564 78 17814 77 18063 77 18313 75 18562 75 18811 74 19059 75 19308 60 19369 2 19372 7 19556 55 19806 53 20055 47 20303 47 20552 45 20801 44 21049 45 21298 44 21547 39 21796 36 22046 33 22296 32 22545 31 22794 31 23044 29 23293 29 23541 31 23791 30 24040 31 24290 31 24540 31 24789 32 25038 33 25287 33 25537 33 25787 32 26037 32 26287 32 26537 32 26787 32 27037 32 27287 31 27537 31 27787 31 28037 31 28287 31 28537 31 28787 31 29037 31 29286 32 29536 32 29786 32 30036 32 30286 32 30536 31 30786 31 31036 31 31287 30 31537 30 31787 30 32037 29 32287 29 32537 29 32787 29 33037 29 33287 29 33538 28 33788 28 34038 28 34288 28 34538 28 34788 29 35039 28 35289 28 35540 27 35790 27 36040 27 36290 27 36541 27 36791 27 37042 27 37292 27 37543 27 37793 27 38044 27 38294 27 38544 27 38795 26 39046 26 39297 26 39548 26 39798 26 40048 27 40298 27 40548 28 40799 28 41051 28 41302 27 41553 28 41803 31 42054 32 42305 32 42555 35 42806 37 43057 39 43309 39 43561 39 43812 41 44063 55 44314 56 44565 58 44817 57 45070 53 45321 51 45572 49 45823 47 46076 43 46328 40 46580 37 46835 27 47088 22 47341 11
test_mask_286,19077 10 19092 3 19324 13 19339 6 19572 29 19822 26 20071 23 20320 16 20569 14 20817 13 21066 13 21314 14 21559 16 21809 14 22059 13 22309 12 22559 12 22804 1 22809 10 23053 3 23058 10 23302 15 23549 17 23798 17 24047 18 24297 17 24545 19 24794 20 25043 20 25291 22 25538 24 25787 25 26037 25 26287 25 26536 26 26786 25 27036 25 27286 25 27534 28 27657 1 27783 29 27907 2 28033 30 28157 3 28282 31 28407 5 28532 31 28657 6 28782 31 28907 7 29032 31 29157 8 29282 32 29407 8 29532 32 29656 9 29782 32 29905 10 30032 32 30155 10 30282 32 30404 11 30532 32 30654 11 30782 32 30903 12 31032 32 31153 12 31282 32 31402 13 31532 32 31650 15 31782 32 31900 15 32032 32 32150 15 32282 32 32399 16 32532 32 32649 16 32782 32 32899 16 33033 31 33148 17 33284 31 33397 19 33535 30 33648 18 33786 29 33898 18 34037 28 34148 18 34287 29 34399 17 34538 28 34649 17 34789 27 34899 17 35039 27 35150 15 35289 27 35401 13 35538 28 35657 2 35787 29 36037 28 36287 28 36536 29 36786 28 37037 27 37288 27 37538 27 37789 26 38039 26 38290 26 38540 26 38790 26 39040 27 39292 25 39547 21 39798 20 40048 20 40298 21 40549 20 40799 21 41052 19 41302 19 41552 21 41803 24 42053 27 42303 29 42553 32 42805 31 43057 33 43308 37 43559 39 43810 41 44061 43 44312 45 44563 46 44813 47 45064 46 45314 45 45565 44 45816 42 46067 41 46318 40 46570 37 46823 34 47079 28 47333 21 47355 1 47588 15 47840 12 48091 9 48343 6 48595 1
test_mask_287,19580 7 19829 8 20082 3 20559 10 20805 14 21052 17 21300 18 21548 19 21797 19 22046 20 22295 20 22544 20 22792 20 23041 15 23290 15 23538 16 23787 16 24035 18 24284 18 24533 19 24783 18 25032 18 25282 18 25531 18 25781 18 26030 19 26280 18 26530 18 26779 19 27029 19 27279 19 27528 20 27778 20 28028 19 28278 19 28527 19 28777 19 29026 19 29275 20 29524 20 29774 20 30023 21 30272 22 30521 23 30771 23 31020 24 31270 22 31520 21 31770 20 32020 20 32270 20 32520 20 32770 20 33020 20 33270 19 33520 19 33770 19 34020 18 34270 18 34521 17 34771 17 35021 17 35271 17 35521 17 35771 17 36021 17 36271 18 36521 18 36771 18 37021 19 37271 19 37521 19 37770 20 38020 21 38270 21 38520 21 38769 23 39020 23 39270 24 39520 24 39770 24 40021 24 40271 24 40521 24 40771 25 41022 25 41272 26 41522 30 41772 37 42022 41 42272 43 42523 44 42773 47 43024 48 43275 49 43525 52 43775 54 44026 55 44277 56 44527 59 44778 60 45029 60 45279 59 45530 58 45781 56 46031 56 46282 55 46532 54 46782 54 47034 52 47284 53 47534 53 47785 54 48035 59 48285 60 48536 59 48788 57 49039 54 49290 51 49540 49 49790 47 50040 47 50291 46 50542 44 50805 31 51056 30 51308 28 51560 26 51812 23 52069 2 52073 10 52328 1
test_mask_288,11878 14 12127 15 12376 16 12625 18 12874 20 13122 23 13328 12 13369 27 13574 19 13618 29 13822 26 13859 40 14070 31 14107 43 14315 37 14355 52 14564 93 14813 94 15062 95 15311 96 15559 98 15806 101 16056 101 16304 103 16549 108 16798 109 17046 111 17295 112 17543 114 17790 117 18038 119 18287 120 18536 121 18786 121 19035 123 19284 124 19533 125 19659 1 19783 88 19878 30 20032 84 20133 15 20150 8 20282 81 20384 3 20532 79 20781 79 21030 77 21279 74 21528 64 21778 58 22027 57 22276 56 22525 56 22775 54 23023 56 23270 56 23518 54 23768 53 24017 54 24267 53 24517 53 24766 53 25016 52 25266 51 25517 49 25767 49 26017 48 26268 47 26518 47 26768 47 27019 46 27268 46 27517 47 27767 47 28017 47 28267 47 28517 47 28767 48 29017 48 29266 50 29516 51 29766 52 30016 53 30266 54 30516 55 30765 57 31015 59 31266 62 31516 62 31766 63 32015 64 32265 65 32514 67 32764 69 33014 71 33267 72 33517 73 33767 73 34017 74 34267 75 34517 76 34767 76 35017 76 35268 75 35518 75 35768 74 36018 74 36268 73 36518 73 36768 73 37020 71 37270 71 37520 71 37770 72 38020 73 38270 73 38520 73 38770 74 39021 75 39273 74 39524 74 39775 74 40025 76 40276 78 40527 78 40778 79 41029 80 41279 81 41529 81 41780 81 41916 8 42030 82 42165 11 42280 82 42411 17 42531 82 42658 21 42782 81 42907 23 43033 81 43150 31 43283 83 43399 32 43535 83 43643 37 43790 83 43883 5 43891 39 44040 139 44292 136 44544 133 44795 129 45047 127 45298 127 45550 126 45802 124 46054 122 46308 118 46562 113 46815 108 47066 99 47168 5 47317 83 47401 13 47420 3 47568 80 47652 9 47818 79 47904 4 48072 73 48155 2 48323 71 48575 67 48828 64 49089 53 49344 48 49602 39 49853 38 50104 34 50358 26 50612 22 50869 13 51120 8 51372 4 51623 3 51875 1
test_mask_289,23563 2 23808 7 24056 9 24306 9 24556 8 24806 8 25055 9 25304 10 25553 11 25802 11 26051 12 26300 13 26549 14 26799 13 27048 14 27298 14 27548 13 27797 14 28047 14 28296 15 28545 15 28795 15 29045 15 29293 17 29543 17 29793 17 30043 17 30293 17 30543 17 30793 17 31043 16 31293 16 31542 17 31792 17 32042 17 32292 17 32542 16 32791 17 33041 17 33291 18 33541 18 33791 18 34041 19 34291 19 34541 19 34791 20 35041 20 35292 20 35542 20 35792 20 36043 20 36293 20 36543 20 36794 19 37044 20 37295 19 37545 20 37796 19 38047 19 38297 20 38548 19 38798 20 39049 20 39300 19 39551 18 39802 17 40053 17 40305 15 40556 14 40806 14 41057 14 41307 14 41557 15 41808 17 42058 20 42080 5 42086 2 42308 32 42559 34 42810 35 43063 35 43313 38 43563 47 43813 50 44064 52 44314 55 44564 58 44815 58 45066 57 45318 54 45569 52 45821 48 46073 46 46327 41 46581 36 46836 30 47089 26 47344 8 47355 10 47609 5 47860 3
test_mask_290,15576 3 15582 13 15814 39 16062 43 16310 47 16557 52 16806 54 17055 55 17304 56 17551 59 17799 61 18048 62 18296 63 18544 64 18792 62 19041 58 19290 57 19538 56 19788 53 20037 51 20286 49 20535 46 20784 45 21034 44 21283 44 21532 43 21782 43 22031 43 22281 42 22530 42 22780 42 23029 42 23278 43 23527 44 23777 43 24027 43 24277 43 24526 43 24776 43 25026 43 25275 43 25524 44 25774 44 26024 44 26274 44 26524 44 26774 44 27024 43 27273 44 27523 44 27773 44 28022 46 28272 46 28522 46 28771 47 29021 47 29271 47 29521 47 29771 46 30021 46 30271 46 30521 46 30771 46 31021 46 31271 46 31521 45 31771 45 32021 45 32271 45 32521 45 32772 43 33022 43 33272 43 33522 42 33772 42 34022 42 34272 42 34522 42 34772 42 35023 41 35274 40 35524 40 35775 39 36025 38 36275 38 36526 37 36777 36 37028 34 37278 34 37529 33 37779 33 38029 34 38280 33 38530 33 38781 32 39032 31 39282 31 39533 31 39783 31 40034 31 40285 33 40537 34 40789 36 41040 38 41079 2 41290 43 41540 44 41790 45 42040 46 42290 46 42541 45 42792 46 43047 49 43297 52 43547 57 43797 59 44048 59 44298 60 44548 61 44798 61 45049 60 45300 59 45552 57 45803 56 46053 56 46305 53 46555 53 46806 52 47058 49 47311 45 47563 40 47820 17 47838 14 48075 11 48092 3 48328 1
test_mask_291,6171 2 6420 3 6669 5 6918 7 7167 10 7417 12 7667 12 7825 4 7858 2 7917 11 8046 2 8062 9 8074 5 8107 3 8167 10 8296 2 8310 11 8324 10 8336 1 8345 7 8357 3 8390 1 8408 4 8417 9 8546 2 8559 12 8574 13 8593 9 8606 4 8640 2 8658 3 8663 1 8667 7 8795 3 8809 12 8824 13 8840 12 8855 5 8889 3 8907 8 8918 5 9046 2 9057 14 9073 30 9105 5 9139 3 9157 8 9168 5 9295 3 9306 47 9354 6 9388 6 9407 8 9418 5 9545 3 9556 54 9637 9 9657 8 9669 4 9797 1 9800 61 9887 12 9908 7 10047 1 10050 61 10117 1 10131 3 10136 13 10158 7 10166 3 10299 62 10362 6 10380 4 10385 15 10401 1 10403 2 10407 9 10549 69 10629 38 10799 69 10878 38 11049 69 11128 38 11299 69 11377 15 11393 22 11549 69 11627 15 11644 21 11791 78 11876 16 11896 11 11970 2 12040 79 12122 4 12127 15 12153 4 12220 1 12290 79 12371 5 12377 15 12540 78 12621 20 12789 79 12871 20 13039 79 13121 20 13288 80 13370 21 13537 81 13620 21 13787 81 13870 14 13887 4 14037 81 14119 15 14286 98 14536 97 14786 97 15036 90 15128 2 15286 90 15536 90 15786 90 16035 83 16122 4 16284 84 16534 84 16783 84 17033 83 17282 69 17353 11 17532 63 17783 62 18033 61 18284 57 18534 54 18784 37 18829 2 18896 3 19035 36 19145 5 19285 35 19393 7 19535 34 19643 7 19784 34 19893 6 20034 34 20284 34 20534 33 20784 33 21034 32 21284 32 21534 32 21784 32 22034 32 22284 32 22534 33 22784 33 23033 34 23284 33 23534 33 23784 34 24034 34 24284 34 24534 34 24784 34 25034 34 25284 34 25535 33 25786 32 26037 31 26287 31 26538 30 26789 29 27039 29 27290 28 27540 29 27790 29 28040 29 28290 29 28540 30 28790 30 29040 30 29291 29 29541 29 29791 29 30042 28 30292 28 30542 28 30793 26 31044 25 31296 23 31547 22 31797 22 32048 21 32298 6 32305 14 32556 13 32808 10 33061 6
test_mask_292,20345 2 21820 4 22070 6 22319 8 22568 9 22817 10 23067 10 23315 12 23564 12 23813 13 24063 12 24312 12 24561 12 24810 12 25058 14 25307 14 25556 14 25806 14 26055 14 26305 14 26555 13 26805 13 27055 12 27303 14 27552 14 27802 14 28052 14 28301 14 28551 14 28801 14 28898 3 29051 13 29146 5 29299 15 29393 7 29548 16 29642 8 29798 16 30048 16 30298 16 30548 16 30798 15 31048 15 31297 17 31547 17 31796 18 32046 18 32296 18 32545 19 32795 19 33045 19 33294 20 33544 20 33794 20 34043 21 34293 21 34543 21 34793 21 35043 20 35293 20 35543 20 35793 20 36043 19 36293 18 36543 18 36794 16 37044 16 37294 17 37544 18 37795 17 38045 18 38296 17 38546 17 38797 17 39047 17 39298 18 39548 20 39798 22 40048 24 40298 27 40548 29 40799 30 41051 30 41301 31 41551 33 41802 33 42052 34 42302 35 42553 40 42804 42 43055 46 43306 50 43556 55 43808 54 44059 53 44311 52 44562 52 44813 51 45064 50 45318 46 45571 42 45822 40 46073 38 46326 3 46333 4 46338 15 46354 6 46593 9
test_mask_293,16857 3 17104 8 17352 12 17603 11 17854 9 18104 7 18358 1
test_mask_294,14577 2 14824 21 15072 23 15321 28 15563 39 15806 48 16056 51 16305 54 16554 57 16613 1 16803 66 17051 74 17300 75 17548 74 17798 69 18047 64 18296 60 18545 53 18793 44 19042 44 19291 43 19539 42 19788 42 20037 43 20286 43 20535 44 20784 43 21033 43 21283 42 21532 42 21782 42 22031 43 22281 43 22530 44 22779 45 23028 45 23278 46 23527 47 23777 47 24027 48 24277 48 24526 49 24776 49 25025 50 25275 51 25524 51 25657 2 25774 51 25906 3 26023 52 26156 3 26273 52 26406 3 26522 52 26655 4 26772 52 26904 5 27021 52 27154 5 27272 51 27403 6 27522 50 27650 9 27772 50 27900 10 28022 50 28149 11 28273 49 28399 11 28523 49 28647 14 28773 49 28896 15 29023 49 29144 17 29273 48 29394 18 29523 48 29645 16 29772 49 29895 16 30022 49 30145 16 30271 49 30395 16 30521 49 30646 14 30771 49 30896 14 31021 48 31147 13 31270 49 31397 13 31520 49 31647 13 31771 48 31897 13 32021 48 32147 14 32271 48 32397 14 32521 48 32647 14 32771 48 32897 15 33021 48 33147 15 33271 48 33397 17 33521 48 33647 17 33771 48 33897 17 34021 48 34147 18 34272 47 34397 18 34522 47 34647 18 34772 48 34897 18 35022 48 35148 17 35272 48 35399 16 35522 48 35649 17 35772 49 35899 17 36022 49 36149 17 36272 49 36399 18 36522 49 36649 18 36772 49 36900 17 37022 49 37150 17 37273 49 37401 16 37523 49 37653 14 37773 49 37904 13 38023 49 38156 11 38273 49 38407 9 38523 49 38665 1 38773 49 39025 47 39276 47 39527 46 39778 45 40028 46 40279 45 40529 45 40780 44 41031 44 41282 44 41533 44 41783 45 42035 43 42286 43 42537 42 42789 41 43039 42 43290 43 43540 46 43790 52 44041 61 44291 67 44543 68 44794 68 45045 68 45296 67 45547 64 45797 64 46048 62 46298 62 46548 61 46800 53 47054 48 47305 47 47556 45 47809 40 48061 36 48323 14 48340 5 48575 8 48592 3 48828 1
test_mask_295,14575 4 14592 3 14821 25 15064 34 15313 36 15562 38 15808 43 16056 46 16306 46 16555 48 16803 50 17049 55 17298 59 17547 61 17796 64 18045 65 18295 66 18545 67 18794 69 19044 69 19293 71 19542 71 19791 71 20041 70 20291 69 20540 58 20790 49 21040 47 21289 47 21539 42 21788 42 22037 42 22286 42 22535 40 22785 37 23034 37 23283 37 23532 35 23782 34 24031 33 24281 33 24530 33 24780 32 25029 32 25279 31 25529 31 25778 31 26028 31 26278 31 26528 31 26778 31 27028 30 27278 30 27527 31 27777 31 28027 31 28277 30 28527 30 28777 30 29026 31 29276 30 29526 30 29776 29 30026 29 30276 28 30526 27 30776 27 31027 25 31277 25 31527 24 31777 24 32027 24 32277 24 32528 23 32778 23 33028 22 33278 22 33529 21 33779 22 34029 22 34279 22 34530 21 34780 22 35031 21 35282 21 35532 22 35782 23 36033 23 36283 29 36534 30 36785 29 37035 30 37286 30 37537 29 37788 28 38039 27 38290 26 38540 26 38790 26 39041 26 39293 24 39543 25 39794 25 40045 25 40296 24 40547 24 40798 23 41055 18 41306 19 41556 21 41806 23 42057 24 42095 7 42308 27 42338 15 42559 47 42811 46 43063 42 43314 38 43568 32 43822 14 43838 8 44077 6 44092 3
test_mask_296,7045 3 7294 4 7541 8 7564 6 7578 1 7790 39 8039 43 8286 47 8533 53 8782 55 9032 55 9281 60 9528 66 9774 72 10023 76 10272 79 10521 81 10770 83 11019 84 11268 85 11517 87 11766 88 12015 88 12264 89 12513 89 12761 89 13010 88 13259 87 13509 74 13759 71 14009 70 14259 67 14509 63 14759 62 15009 60 15259 59 15508 58 15755 59 16003 60 16187 1 16253 58 16435 3 16502 57 16684 4 16751 56 16934 5 17001 55 17183 6 17251 50 17433 7 17501 46 17680 16 17751 45 17925 21 18001 43 18174 23 18251 40 18421 1 18423 24 18501 39 18670 2 18674 23 18751 38 18919 27 19001 37 19167 29 19251 36 19415 30 19501 35 19665 4 19674 20 19751 35 19916 2 19923 19 19956 6 20001 35 20173 19 20204 9 20251 37 20423 19 20454 13 20501 38 20673 17 20704 15 20751 40 20923 16 20954 15 21001 41 21173 16 21204 16 21251 42 21424 15 21454 16 21501 30 21532 11 21677 13 21700 27 21734 1 21751 30 21782 12 21927 17 21946 32 21981 4 22001 43 22177 58 22251 44 22427 58 22501 44 22678 57 22751 45 22928 58 23001 36 23040 7 23179 57 23251 35 23290 7 23430 56 23501 35 23540 7 23680 56 23751 34 23790 3 23930 56 24001 34 24040 1 24180 56 24251 34 24290 1 24424 5 24430 56 24501 32 24540 1 24673 5 24680 6 24688 48 24751 31 24917 11 24938 48 25001 31 25165 14 25189 47 25251 32 25415 12 25440 48 25501 33 25665 10 25692 50 25751 34 25915 9 25944 49 26001 34 26165 8 26196 47 26251 34 26415 7 26446 47 26501 34 26665 6 26697 46 26751 34 26915 5 26947 46 27001 34 27165 3 27199 44 27251 34 27413 5 27452 41 27501 35 27663 5 27704 39 27751 34 27912 6 27954 39 28001 35 28161 7 28204 39 28251 35 28411 7 28454 39 28501 35 28660 7 28705 38 28751 35 28910 7 28956 37 29001 35 29158 9 29207 36 29251 34 29407 10 29459 34 29501 34 29656 11 29709 40 29751 34 29906 11 29959 76 30154 12 30209 76 30403 13 30459 76 30653 13 30709 76 30902 13 30959 76 31152 13 31210 75 31402 11 31460 75 31653 10 31709 76 31903 10 31959 75 32153 10 32209 41 32251 33 32403 10 32459 38 32501 33 32653 10 32709 35 32752 32 32904 9 32959 34 33002 32 33156 7 33209 34 33251 33 33407 4 33459 36 33501 34 33658 1 33709 37 33751 35 33959 38 34001 36 34209 39 34251 36 34459 39 34501 37 34709 40 34751 38 34959 40 35001 39 35209 39 35251 41 35459 38 35501 40 35708 38 35751 40 35958 38 36002 39 36158 1 36207 37 36252 39 36406 5 36457 37 36502 39 36650 14 36706 37 36753 36 36900 16 36956 37 37003 36 37150 17 37204 38 37253 35 37401 16 37454 38 37503 35 37652 15 37703 39 37753 35 37903 14 37951 41 38004 35 38040 1 38153 14 38199 44 38254 35 38290 1 38404 13 38448 45 38504 35 38540 2 38654 12 38697 46 38755 34 38790 3 38905 11 38937 6 38946 47 39008 36 39156 11 39181 61 39259 35 39405 13 39430 62 39510 34 39656 13 39679 62 39760 34 39802 7 39906 13 39927 64 40011 33 40052 9 40156 15 40175 66 40261 32 40299 14 40406 15 40424 66 40511 32 40549 15 40656 15 40673 66 40762 31 40799 16 40907 82 41013 32 41049 18 41157 83 41265 30 41298 20 41407 83 41516 30 41548 21 41656 84 41767 52 41906 84 42017 52 42156 84 42268 52 42405 85 42520 50 42655 85 42771 49 42905 83 43025 45 43155 81 43276 45 43404 74 43480 5 43528 43 43653 74 43734 1 43780 44 43903 72 44032 49 44094 1 44153 68 44283 51 44341 1 44343 2 44404 26 44433 37 44540 46 44587 8 44655 22 44686 34 44792 53 44906 17 44939 31 45046 25 45072 22 45157 16 45189 23 45213 6 45310 3 45326 17 45407 19 45438 24 45657 22 45685 27 45907 55 46158 46 46206 1 46408 46 46660 44 46916 7 46924 6 46932 17 47193 3
test_mask_297,20813 2 21061 5 21307 9 21554 11 21802 10 22051 8 22300 7 22549 7 22798 8 23048 7 23298 7 23548 5 23797 5 24046 5 24295 5 24544 5 24793 5 25042 6 25290 7 25539 7 25788 8 26038 8 26287 9 26537 9 26786 10 27036 8 27285 9 27535 9 27785 7 28034 8 28284 6 28534 6 28784 6 29033 7 29282 7 29532 6 29782 6 30032 6 30282 6 30532 6 30782 5 31031 6 31281 6 31531 6 31781 7 32031 7 32281 7 32531 7 32781 7 33031 8 33281 8 33531 8 33782 7 34032 7 34282 7 34532 7 34782 7 35032 7 35283 6 35533 7 35783 7 36033 7 36284 6 36534 7 36785 6 37035 7 37286 7 37537 7 37787 9 38038 8 38289 9 38540 8 38790 8 39041 7 39294 4 39546 2 40837 3 41087 12 41337 15 41587 16 41837 18 42085 23 42334 26 42580 1 42582 29 42822 3 42829 33 43072 3 43079 33 43321 6 43329 32 43564 4 43569 1 43571 39 43813 46 44063 44 44313 43 44564 41 44814 40 45067 36 45321 32 45574 28 45829 22 46087 6 46094 6 46338 3 46345 5 46595 2 46598 1
test_mask_298,13074 6 13321 31 13567 43 13814 47 14062 50 14308 55 14556 57 14805 59 15054 60 15302 62 15550 65 15798 68 16048 69 16297 70 16545 73 16793 75 17041 77 17290 79 17539 81 17787 81 18036 78 18285 71 18535 64 18784 50 19033 48 19283 46 19532 46 19782 45 20031 46 20281 46 20530 46 20779 47 21029 46 21278 47 21527 48 21776 49 22026 49 22275 50 22525 50 22774 51 23023 51 23272 52 23521 53 23771 53 24020 54 24270 54 24520 54 24769 54 25019 54 25268 55 25518 55 25768 55 26017 56 26267 56 26517 56 26767 56 27017 56 27266 57 27516 57 27765 58 28014 58 28264 58 28513 59 28763 59 29013 59 29263 59 29513 58 29763 58 30013 58 30264 57 30514 57 30765 56 31015 55 31267 53 31517 53 31767 53 32018 53 32268 53 32519 52 32770 51 33020 51 33270 51 33520 51 33770 51 34020 51 34271 50 34521 50 34771 50 35021 50 35272 49 35522 50 35772 50 36023 49 36274 48 36524 49 36774 49 37024 49 37275 48 37525 48 37775 48 38025 48 38275 48 38524 49 38775 48 39026 47 39277 47 39528 46 39779 45 40030 44 40280 44 40531 43 40782 43 41033 43 41284 44 41535 45 41786 49 42037 50 42289 51 42540 52 42790 54 43041 57 43293 58 43546 57 43798 57 44049 58 44301 58 44553 57 44805 55 45056 54 45308 52 45560 50 45814 44 46071 36 46326 29 46588 14 46845 5
test_mask_299,8171 2 8176 1 8420 11 8668 20 8916 22 9165 23 9414 24 9662 26 9909 30 10158 31 10408 33 10657 35 10907 35 11157 39 11401 45 11650 46 11891 57 12139 61 12386 65 12633 68 12881 71 13129 74 13377 76 13620 84 13853 101 14095 109 14342 112 14589 118 14837 125 15087 125 15213 1 15334 135 15577 142 15822 145 16069 148 16315 152 16564 153 16813 153 17062 125 17189 24 17214 1 17311 126 17439 24 17559 157 17806 162 18056 163 18305 164 18554 165 18803 86 18891 79 19051 83 19145 75 19300 83 19399 71 19548 78 19657 63 19797 77 19908 62 20047 75 20160 57 20296 75 20413 49 20545 75 20665 43 20793 76 20915 39 21042 76 21168 36 21291 76 21422 24 21540 68 21674 18 21790 67 21929 9 22040 65 22181 2 22290 63 22540 62 22789 63 23039 63 23288 63 23538 61 23787 61 24037 60 24287 58 24536 59 24786 58 25035 57 25284 56 25533 55 25783 54 26034 51 26284 50 26534 49 26784 49 27035 47 27283 48 27532 48 27782 47 28032 46 28282 45 28532 42 28782 42 29032 40 29282 39 29530 40 29780 39 30029 38 30279 37 30529 36 30778 36 31028 35 31278 33 31527 34 31777 33 32027 33 32277 32 32526 33 32776 33 33026 32 33276 32 33526 32 33776 32 34026 32 34276 32 34526 32 34776 32 35026 33 35277 32 35528 32 35778 32 36028 32 36279 32 36529 32 36780 31 36934 5 37031 30 37181 10 37282 30 37431 13 37532 30 37680 15 37782 30 37930 16 37948 1 38032 30 38179 24 38282 31 38429 25 38533 30 38677 27 38783 30 38927 27 39035 29 39175 29 39285 29 39423 33 39536 28 39673 35 39786 28 39923 35 40037 28 40173 37 40287 29 40423 38 40538 28 40673 42 40789 28 40923 44 41040 29 41172 48 41291 29 41416 54 41541 30 41665 57 41792 30 41915 59 42043 31 42165 60 42294 33 42414 63 42545 34 42663 64 42797 34 42911 67 43048 37 43157 82 43299 39 43400 90 43550 43 43646 96 43802 54 43893 100 44055 67 44134 2 44142 101 44306 68 44380 8 44392 101 44557 82 44641 102 44809 184 45061 182 45313 181 45564 180 45815 179 46068 176 46321 173 46571 173 46823 170 47076 167 47327 165 47578 162 47829 160 48081 157 48333 153 48586 150 48839 146 49092 143 49345 140 49601 134 49854 124 49979 6 50108 104 50213 7 50223 1 50231 4 50361 54 50418 1 50420 42 50465 1 50467 3 50483 2 50612 53 50674 38 50718 1 50865 45 50927 31 51117 40 51178 11 51198 6 51369 38 51434 5 51450 4 51484 1 51621 28 51685 3 51703 1 51734 1 51874 22 51937 1 51953 1 51984 1 52136 6 52234 1 52484 1
test_mask_300,34587 1 34589 1 34836 5 35088 3 35345 2 35594 4 35843 6 36093 6 36343 6 36593 7 36844 6 37094 7 37344 6 37595 4 37845 4 38095 3 43876 1
test_mask_301,18571 16 18818 19 19066 21 19314 23 19563 22 19812 22 20061 22 20310 22 20558 23 20807 23 21056 23 21306 23 21554 24 21803 24 22053 23 22302 23 22551 23 22801 22 23050 22 23299 22 23548 23 23798 22 24047 23 24296 24 24544 25 24696 2 24792 27 24946 3 25041 28 25196 4 25290 28 25446 6 25540 28 25695 9 25790 28 25944 11 26040 27 26194 11 26290 27 26444 11 26540 27 26650 7 26693 13 26790 27 26900 7 26943 13 27040 26 27149 8 27193 13 27290 26 27399 8 27443 14 27540 26 27648 9 27693 14 27789 27 27897 10 27943 15 28039 26 28146 12 28194 14 28289 26 28395 13 28444 14 28539 26 28644 16 28694 15 28788 27 28893 21 28944 16 29038 26 29143 23 29195 15 29288 26 29393 23 29445 16 29538 26 29643 14 29658 8 29695 16 29788 26 29894 13 29909 1 29911 3 29945 15 30039 25 30144 13 30195 15 30289 25 30394 12 30445 15 30539 25 30645 11 30696 13 30789 25 30895 11 30946 13 31039 25 31146 10 31196 13 31290 24 31397 9 31446 13 31540 24 31648 8 31695 14 31790 24 31898 8 31945 15 32040 24 32148 7 32195 15 32290 24 32398 7 32445 15 32540 24 32649 6 32694 16 32790 24 32899 5 32944 16 33040 24 33149 5 33194 16 33289 25 33400 3 33443 17 33539 25 33650 1 33693 16 33789 25 33942 17 34039 25 34192 17 34289 25 34441 18 34539 25 34691 17 34790 24 34940 18 35040 24 35189 18 35290 24 35438 18 35540 24 35688 17 35790 24 35932 23 36041 23 36181 23 36291 23 36431 23 36542 22 36681 21 36793 21 36931 20 37044 20 37180 19 37294 20 37430 18 37544 20 37680 17 37795 19 37930 16 38045 20 38180 15 38295 20 38430 13 38545 20 38680 11 38796 19 38931 9 39047 19 39181 8 39298 19 39430 9 39548 20 39680 8 39798 21 39929 9 40048 22 40179 9 40298 23 40428 10 40549 23 40677 10 40800 23 40836 6 40926 9 41052 43 41176 5 41302 45 41553 47 41804 48 42054 52 42305 57 42555 61 42806 64 43058 64 43310 61 43561 60 43812 58 44063 57 44314 55 44565 54 44817 51 45070 48 45321 47 45572 45 45825 41 46081 34 46336 27 46590 21
test_mask_302,17046 17 17295 19 17545 26 17795 26 17826 3 18046 26 18074 5 18296 34 18546 37 18797 1 18799 37 19051 35 19304 33 19548 39 19798 39 20048 38 20299 37 20549 36 20799 36 21050 34 21300 34 21548 36 21797 37 22046 38 22295 39 22544 40 22793 41 23043 41 23291 43 23540 43 23790 42 24039 42 24288 41 24537 41 24786 41 25035 41 25284 42 25533 43 25783 43 26033 44 26283 45 26533 45 26783 46 27033 46 27282 48 27531 50 27781 49 28030 50 28280 50 28529 51 28778 52 29028 47 29277 45 29527 44 29777 44 30027 44 30276 45 30526 45 30776 45 31026 45 31275 45 31525 45 31775 44 32025 44 32274 45 32524 44 32774 44 33024 43 33274 43 33524 42 33774 42 34024 41 34274 41 34524 41 34774 41 35025 39 35275 39 35525 39 35775 39 36025 39 36275 39 36525 39 36775 39 37025 40 37275 42 37524 46 37774 47 38021 51 38268 56 38515 61 38765 62 39015 64 39265 10 39276 53 39516 5 39527 52 39779 50 40030 50 40281 50 40531 52 40781 60 41032 64 41284 63 41535 63 41785 64 42036 64 42287 64 42537 65 42788 64 43038 65 43287 67 43538 67 43788 69 44038 70 44288 71 44538 72 44789 71 45039 72 45289 73 45539 1 45541 71 45792 70 46039 1 46042 70 46289 1 46293 68 46539 1 46545 66 46800 61 47056 54 47307 52 47559 44 47810 40 48062 25 48088 7 48313 23 48573 10 48827 2
